FileName;Group;ShortName
GSM611525_Control_1_HSC.CEL;HD;HD1
GSM611530_Control_2_HSC.CEL;HD;HD2
GSM611536_Control_3_HSC.CEL;HD;HD3
GSM611542_Control_4_HSC.CEL;HD;HD4
GSM611548_Control_5_HSC.CEL;HD;HD5
GSM611552_MM_1_HSC.CEL;MM;MM1
GSM611556_MM_2_HSC.CEL;MM;MM2
GSM611560_MM_3_HSC.CEL;MM;MM3
GSM611577_MM_4_HSC.CEL;MM;MM4
GSM611582_MM_6_HSC.CEL;MM;MM5
GSM611587_MM_7_HSC.CEL;MM;MM6
