FileName;Group;ShortName
GSM687236.CEL;HD;HD1
GSM687237.CEL;HD;HD2
GSM687238.CEL;HD;HD3
GSM687239.CEL;HD;HD4
GSM687240.CEL;HD;HD5
GSM687241.CEL;HD;HD6
GSM687242.CEL;HD;HD7
GSM687243.CEL;HD;HD8
GSM687252.CEL;MM;MM1
GSM687253.CEL;MM;MM2
GSM687254.CEL;MM;MM3
GSM687255.CEL;MM;MM4
GSM687256.CEL;MM;MM5
GSM687257.CEL;MM;MM6
GSM687258.CEL;MM;MM7
GSM687259.CEL;MM;MM8
