FileName;Group;ShortName
GSM676980.CEL;HD;HD1
GSM676981.CEL;HD;HD2
GSM676982.CEL;HD;HD3
GSM676983.CEL;MM;MM1
GSM676984.CEL;MM;MM2
GSM676985.CEL;MM;MM3
