FileName;Group;ShortName
GSM3356078_P4408-01-BC22599-U133Plus-2.CEL;MM;MM363
GSM3356079_P4412-01-BC13372-U133Plus-2.CEL;MM;MM364
GSM3356080_P4413-01-BC10983-U133Plus-2.CEL;MM;MM365
GSM3356081_P4401-01-BC20355-U133Plus-2.CEL;MM;MM366
GSM3356082_P4427-01-BC9958-U133Plus-2.CEL;MM;MM367
GSM3356083_P4428-01-BC13521-U133Plus-2.CEL;MM;MM368
GSM3356084_P4430-01-BC10702-U133Plus-2.CEL;MM;MM369
GSM3356085_P4438-01-BC10930-U133Plus-2.CEL;MM;MM370
GSM3356086_P4437-01-BC12293-U133Plus-2.CEL;MM;MM371
GSM3356087_P4429-01-BC15370-U133Plus-2.CEL;MM;MM372
GSM3356088_P4431-01-BC13350-U133Plus-2.CEL;MM;MM373
GSM3356089_P4456-01-BC19451-U133Plus-2.CEL;MM;MM374
GSM3356090_P4442-01-BC18713-U133Plus-2.CEL;MM;MM375
GSM3356091_P4460-01-BC19044-U133Plus-2.CEL;MM;MM376
GSM3356092_P4458-01-BC19300-U133Plus-2.CEL;MM;MM377
GSM3356093_P4457-01-BC19436-U133Plus-2.CEL;MM;MM378
GSM3356094_P4455-01-BC19503-U133Plus-2.CEL;MM;MM379
GSM3356095_P4445-01-BC18054-U133Plus-2.CEL;MM;MM380
GSM3356096_P4446-01-BC18052-U133Plus-2.CEL;MM;MM381
GSM3356097_P4435-01-BC12612-U133Plus-2.CEL;MM;MM382
GSM3356098_P4433-01-BC11426-U133Plus-2.CEL;MM;MM383
GSM3356099_P4449-01-BC17584-U133Plus-2.CEL;MM;MM384
GSM3356100_P4452-01-BC19650-U133Plus-2.CEL;MM;MM385
GSM3356101_P4451-01-bC19676-U133Plus-2.CEL;MM;MM386
GSM3356102_P4440-01-BC18812-U133Plus-2.CEL;MM;MM387
GSM3356103_P4439-01-BC18826-U133Plus-2.CEL;MM;MM388
GSM3356104_P4434-01-BC14365-U133Plus-2.CEL;MM;MM389
GSM3356105_P4432-01-BC11488-U133Plus-2.CEL;MM;MM390
GSM3356106_P4493-01-BC15097-U133Plus-2.CEL;MM;MM391
GSM3356107_BI14-000003.CEL;HD;HD40
GSM3356108_P4501-01-bc22810-U133Plus-2.CEL;HD;HD41
GSM3356109_P4502-01-bc22362-U133Plus-2.CEL;HD;HD42
GSM3356110_P4503-01-bc22479-U133Plus-2.CEL;HD;HD43
GSM3356114_BI14-000134.CEL;MM;MM392
GSM3356116_BI14-000195.CEL;MM;MM393
GSM3356117_BI14-000202.CEL;HD;HD44
GSM3356118_BI14-000203.CEL;HD;HD45
GSM3356119_BI14-000204.CEL;HD;HD46
GSM3356120_BI14-000205.CEL;HD;HD47
GSM3356121_BI14-000206.CEL;HD;HD48
GSM3356122_BI14-000207.CEL;HD;HD49
GSM3356123_BI14-000208.CEL;HD;HD50
GSM3356124_BI14-000209.CEL;HD;HD51
GSM3356125_BI14-000210.CEL;HD;HD52
GSM3356126_BI14-000212.CEL;HD;HD53
GSM3356127_BI14-000213.CEL;HD;HD54
GSM3356128_BI14-000214.CEL;HD;HD55
GSM3356129_BI14-000217.CEL;HD;HD56
GSM3356130_BI14-000218.CEL;HD;HD57
GSM3356131_BI14-000220.CEL;HD;HD58
GSM3356132_BI14-000215.CEL;HD;HD59
GSM3356133_BI14-000216.CEL;HD;HD60
GSM3356134_BI14-000219.CEL;HD;HD61
GSM3356135_BI14-000221.CEL;HD;HD62
GSM3356136_BI14-000223.CEL;HD;HD63
GSM3356137_BI14-000222.CEL;HD;HD64
GSM3356139_BI14-000290.CEL;MM;MM394
GSM3356140_BI14-000292.CEL;MM;MM395
GSM3356141_BI14-000293.CEL;MM;MM396
GSM3356142_BI14-000301.CEL;MM;MM397
GSM3356143_BI14-000384.CEL;MM;MM398
GSM3356144_BI14-000385.CEL;MM;MM399
GSM3356145_BI14-000386.CEL;MM;MM400
GSM3356146_BI14-000387.CEL;MM;MM401
GSM3356147_BI14-000392.CEL;MM;MM402
GSM3356148_BI14-000393.CEL;MM;MM403
GSM3356149_BI14-000394.CEL;MM;MM404
GSM3356150_BI14-000395.CEL;MM;MM405
GSM3356151_BI14-000396.CEL;MM;MM406
GSM3356152_BI14-000397.CEL;MM;MM407
GSM3356153_BI14-000398.CEL;MM;MM408
GSM3356154_BI14-000399.CEL;MM;MM409
GSM3356155_BI14-000318.CEL;MM;MM410
GSM3356156_BI14-000376.CEL;MM;MM411
GSM3356157_BI14-000377.CEL;MM;MM412
GSM3356158_BI14-000379.CEL;MM;MM413
GSM3356159_BI14-000380.CEL;MM;MM414
GSM3356160_BI14-000381.CEL;MM;MM415
GSM3356161_BI14-000382.CEL;MM;MM416
GSM3356162_BI14-000383.CEL;MM;MM417
GSM3356163_BI14-000327.CEL;HD;HD65
GSM3356164_BI14-000370.CEL;MM;MM418
GSM3356165_BI14-000369.CEL;MM;MM419
GSM3356166_BI14-000368.CEL;MM;MM420
GSM3356167_BI14-000367.CEL;MM;MM421
GSM3356168_BI14-000365.CEL;MM;MM422
GSM3356169_BI14-000492.CEL;MM;MM423
GSM3356170_BI14-000490.CEL;MM;MM424
GSM3356171_BI14-000489.CEL;MM;MM425
GSM3356172_BI14-000488.CEL;MM;MM426
GSM3356173_BI14-000353.CEL;MM;MM427
GSM3356174_BI14-000355.CEL;MM;MM428
GSM3356175_BI14-000362.CEL;MM;MM429
GSM3356177_BI14-000400.CEL;MM;MM430
GSM3356178_BI14-000375.CEL;MM;MM431
GSM3356179_BI14-000404.CEL;MM;MM432
GSM3356180_BI14-000406.CEL;MM;MM433
GSM3356181_BI14-000371.CEL;MM;MM434
GSM3356182_BI14-000372.CEL;MM;MM435
GSM3356183_BI14-000373.CEL;MM;MM436
GSM3356184_BI14-000374.CEL;MM;MM437
GSM3356185_BI14-000428.CEL;MM;MM438
GSM3356186_BI14-000423.CEL;MM;MM439
GSM3356187_BI14-000424.CEL;MM;MM440
GSM3356188_BI14-000425.CEL;MM;MM441
GSM3356189_BI14-000437.CEL;MM;MM442
GSM3356190_BC11567_HG-U133_Plus_2_.CEL;MM;MM443
GSM3356191_BI14-000418.CEL;MM;MM444
GSM3356192_BI14-000431.CEL;MM;MM445
GSM3356193_BI14-000432.CEL;MM;MM446
GSM3356194_BI14-000468.CEL;MM;MM447
GSM3356195_BI14-000481.CEL;MM;MM448
GSM3356197_BI14-000510.CEL;MM;MM449
GSM3356198_BI14-000585.CEL;MM;MM450
GSM3356199_BI14-000587.CEL;MM;MM451
GSM3356200_BI14-000568.CEL;MM;MM452
GSM3356203_BI14-000604.CEL;MM;MM453
GSM3356204_BI14-000608.CEL;MM;MM454
GSM3356206_BI14-000677.CEL;MM;MM455
GSM3356207_BI14-000623.CEL;MM;MM456
GSM3356210_BI14-000712.CEL;MM;MM457
GSM3356211_BI14-000717.CEL;MM;MM458
GSM3356212_BI14-000725.CEL;MM;MM459
GSM3356213_BI14-000770.CEL;HD;HD66
GSM3356214_BC10935_HG-U133_Plus_2_.CEL;MM;MM460
GSM3356215_BI14-000771.CEL;HD;HD67
GSM3356216_BI14-000773.CEL;HD;HD68
